GENESIS-Tabelle: 23211-0002
Gestorbene: Deutschland, Jahre, Todesursachen, Geschlecht;;;;
Todesursachenstatistik;;;;
Deutschland;;;;
Gestorbene (Anzahl);;;;
;;Geschlecht;Geschlecht;Geschlecht
2006;Diabetes mellitus;8816;13492;22308
2006;Psychische und Verhaltensstörungen;6737;7408;14145
2006;Psychische und Verhaltensstörungen durch Alkohol;3573;1030;4603
2006;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;527;152;679
2006;Krankheiten d. Nervensystems u. d. Sinnesorgane;9014;10397;19411
2006;Meningitis;79;99;178
2006;Krankheiten des Kreislaufsystems;149578;209375;358953
2006;Hypertonie (Hochdruckkrankheit);8388;20115;28503
2006;Ischämische Herzkrankheiten;70378;73811;144189
2006;Akuter oder rezidivierender Myokardinfarkt;35631;29165;64796
2006;Sonstige Formen der Herzkrankheit;28445;48644;77089
2006;Sonstige Krankheiten des Endokards;3373;5509;8882
2006;Zerebrovaskuläre Krankheiten;24403;40730;65133
2006;Schlaganfall, nicht als Blutung oder Infarkt bez.;9961;18605;28566
2006;Krankheiten der Arterien, Arteriolen und Kapillare;8818;11581;20399
2006;Krankheiten des Atmungssystems;28326;26562;54888
2006;Grippe;24;42;66
2006;Pneumonie;9141;11227;20368
2006;Chronische Krankheiten der unteren Atemwege;14392;10563;24955
2006;Asthma;757;928;1685
2006;COVID-19, Virus nachgewiesen;-;-;-
2006;COVID-19, Virus nicht nachgewiesen;-;-;-
2006;Krankheiten des Verdauungssystems;21153;21820;42973
2006;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1447;1938;3385
2006;Krankheiten der Leber;10777;5524;16301
2006;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;10244;5017;15261
2006;Krankheiten der Haut und der Unterhaut;207;470;677
2006;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;818;1464;2282
2006;Chronische Polyarthritis und Arthrose;170;460;630
2006;Krankheiten des Urogenitalsystems;6217;8870;15087
2006;Krankheiten der Niere;4977;6731;11708
2006;Schwangerschaft, Geburt und Wochenbett;-;41;41
2006;Best.Zustände mit Ursprung in der Perinatalperiode;777;613;1390
2006;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;732;741;1473
2006;Angeborene Fehlbildungen des Nervensystems;69;83;152
2006;Angeborene Fehlbildungen des Kreislaufsystems;241;248;489
2006;Symptome und abnorme klinische und Laborbefunde;10164;9814;19978
2006;Plötzlicher Kindstod;173;86;259
2006;Sonst. ungenau bezeichnete u. unbek. Todesursachen;8469;5512;13981
2006;Äußere Ursachen von Morbidität und Mortalität;19984;12228;32212
2006;Unfälle einschließlich Spätfolgen;10999;8465;19464
2006;Transportmittelunfälle;3946;1413;5359
2006;Stürze;3803;4578;8381
2006;Ertrinken und Untergehen;298;120;418
2006;Exposition gegenüber Rauch, Feuer und Flammen;242;164;406
2006;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);513;177;690
2006;Vorsätzliche Selbstbeschädigung;7225;2540;9765
2006;Tätlicher Angriff;255;229;484
2006;Ereignis, dessen nähere Umstände unbestimmt sind;1431;961;2392
2006;Insgesamt;385940;435687;821627
2007;Bestimmte infektiöse und parasitäre Krankheiten;6293;7597;13890
2007;Tuberkulose einschließlich ihrer Folgezustände;275;171;446
2007;Meningokokkeninfektion;25;26;51
2007;Virushepatitis;455;495;950
2007;HIV-Krankheit;375;86;461
2007;Neubildungen;115938;101351;217289
2007;Bösartige Neubildungen (BN);113405;98360;211765
2007;BN der Lippe, der Mundhöhle und des Pharynx;3650;1127;4777
2007;BN des Ösophagus;3725;1120;4845
2007;BN des Magens;5846;4641;10487
2007;BN des Dickdarms;8744;9328;18072
2007;BN des Rektums, des Anus und am Rektosigmoid;4449;3528;7977
2007;BN der Leber, der Gallenwege und des Pankreas;12581;12144;24725
2007;BN der Leber und der intrahepatischen Gallengänge;4469;2358;6827
2007;BN des Pankreas;6904;7541;14445
2007;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30406;12599;43005
2007;BN der Bronchien und der Lunge;29121;12374;41495
2007;Melanom und sonstige bösartige Neubild. der Haut;1652;1322;2974
2007;Bösartiges Melanom der Haut;1368;1099;2467
2007;BN der Brustdrüse;249;16780;17029
2007;BN der Genital- und Harnorgane;19657;15348;35005
2007;BN der Cervix uteri;-;1566;1566
2007;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2443;2443
2007;BN des Ovars;-;5564;5564
2007;BN der Prostata;11448;-;11448
2007;BN der Niere, ausgenommen Nierenbecken;2888;2031;4919
2007;BN der Harnblase;3639;1965;5604
2007;BN d. lymphat., blutbild. u. verwandten Gewebes;8667;7887;16554
2007;Leukämie;3699;3263;6962
2007;Gutartige Neubildungen;169;244;413
2007;Krankheiten des Blutes u. der blutbildenden Organe;903;1233;2136
2007;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;10598;15779;26377
2007;Diabetes mellitus;8748;13123;21871
2007;Psychische und Verhaltensstörungen;7210;8250;15460
2007;Psychische und Verhaltensstörungen durch Alkohol;3650;1052;4702
2007;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;575;141;716
2007;Krankheiten d. Nervensystems u. d. Sinnesorgane;8652;9631;18283
2007;Meningitis;104;83;187
2007;Krankheiten des Kreislaufsystems;150472;208212;358684
2007;Hypertonie (Hochdruckkrankheit);9110;21177;30287
2007;Ischämische Herzkrankheiten;69147;71241;140388
2007;Akuter oder rezidivierender Myokardinfarkt;33990;28077;62067
2007;Sonstige Formen der Herzkrankheit;30356;50988;81344
2007;Sonstige Krankheiten des Endokards;3409;5728;9137
2007;Zerebrovaskuläre Krankheiten;23555;38530;62085
2007;Schlaganfall, nicht als Blutung oder Infarkt bez.;9516;17395;26911
2007;Krankheiten der Arterien, Arteriolen und Kapillare;8916;11660;20576
2007;Krankheiten des Atmungssystems;30219;27737;57956
2007;Grippe;36;63;99
2007;Pneumonie;10212;11572;21784
2007;Chronische Krankheiten der unteren Atemwege;14801;10991;25792
2007;Asthma;699;864;1563
2007;COVID-19, Virus nachgewiesen;-;-;-
2007;COVID-19, Virus nicht nachgewiesen;-;-;-
2007;Krankheiten des Verdauungssystems;21029;21134;42163
2007;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1377;1886;3263
2007;Krankheiten der Leber;10360;5122;15482
2007;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9825;4645;14470
2007;Krankheiten der Haut und der Unterhaut;273;547;820
2007;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;743;1446;2189
2007;Chronische Polyarthritis und Arthrose;154;425;579
2007;Krankheiten des Urogenitalsystems;7128;9496;16624
2007;Krankheiten der Niere;5711;7271;12982
2007;Schwangerschaft, Geburt und Wochenbett;-;28;28
2007;Best.Zustände mit Ursprung in der Perinatalperiode;853;611;1464
2007;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;771;680;1451
2007;Angeborene Fehlbildungen des Nervensystems;66;60;126
2007;Angeborene Fehlbildungen des Kreislaufsystems;234;214;448
2007;Symptome und abnorme klinische und Laborbefunde;10975;10716;21691
2007;Plötzlicher Kindstod;138;90;228
2007;Sonst. ungenau bezeichnete u. unbek. Todesursachen;9179;6016;15195
2007;Äußere Ursachen von Morbidität und Mortalität;19082;11568;30650
2007;Unfälle einschließlich Spätfolgen;10367;8141;18508
2007;Transportmittelunfälle;3783;1387;5170
2007;Stürze;3457;4271;7728
2007;Ertrinken und Untergehen;250;101;351
2007;Exposition gegenüber Rauch, Feuer und Flammen;205;141;346
2007;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);556;189;745
2007;Vorsätzliche Selbstbeschädigung;7009;2393;9402
2007;Tätlicher Angriff;242;209;451
2007;Ereignis, dessen nähere Umstände unbestimmt sind;1398;793;2191
2007;Insgesamt;391139;436016;827155
2008;Bestimmte infektiöse und parasitäre Krankheiten;6597;8040;14637
2008;Tuberkulose einschließlich ihrer Folgezustände;223;140;363
2008;Meningokokkeninfektion;25;21;46
2008;Virushepatitis;506;446;952
2008;HIV-Krankheit;342;101;443
2008;Neubildungen;118874;103046;221920
2008;Bösartige Neubildungen (BN);116186;99824;216010
2008;BN der Lippe, der Mundhöhle und des Pharynx;3776;1170;4946
2008;BN des Ösophagus;3655;1135;4790
2008;BN des Magens;5929;4581;10510
2008;BN des Dickdarms;8870;9050;17920
2008;BN des Rektums, des Anus und am Rektosigmoid;4573;3666;8239
2008;BN der Leber, der Gallenwege und des Pankreas;13003;12139;25142
2008;BN der Leber und der intrahepatischen Gallengänge;4523;2539;7062
2008;BN des Pankreas;7327;7508;14835
2008;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30780;13050;43830
2008;BN der Bronchien und der Lunge;29486;12833;42319
2008;Melanom und sonstige bösartige Neubild. der Haut;1681;1387;3068
2008;Bösartiges Melanom der Haut;1365;1135;2500
2008;BN der Brustdrüse;136;17209;17345
2008;BN der Genital- und Harnorgane;20675;15468;36143
2008;BN der Cervix uteri;-;1596;1596
2008;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2420;2420
2008;BN des Ovars;-;5529;5529
2008;BN der Prostata;12134;-;12134
2008;BN der Niere, ausgenommen Nierenbecken;3060;2041;5101
2008;BN der Harnblase;3611;1921;5532
2008;BN d. lymphat., blutbild. u. verwandten Gewebes;8989;8067;17056
2008;Leukämie;3908;3400;7308
2008;Gutartige Neubildungen;176;291;467
2008;Krankheiten des Blutes u. der blutbildenden Organe;982;1472;2454
2008;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;11021;16310;27331
2008;Diabetes mellitus;8923;13407;22330
2008;Psychische und Verhaltensstörungen;8486;10364;18850
2008;Psychische und Verhaltensstörungen durch Alkohol;3713;1047;4760
2008;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;704;161;865
2008;Krankheiten d. Nervensystems u. d. Sinnesorgane;9272;10569;19841
2008;Meningitis;88;83;171
2008;Krankheiten des Kreislaufsystems;148452;208277;356729
2008;Hypertonie (Hochdruckkrankheit);9148;21928;31076
2008;Ischämische Herzkrankheiten;66556;68266;134822
2008;Akuter oder rezidivierender Myokardinfarkt;33123;27609;60732
2008;Sonstige Formen der Herzkrankheit;30179;51759;81938
2008;Sonstige Krankheiten des Endokards;3740;6152;9892
2008;Zerebrovaskuläre Krankheiten;23780;39347;63127
2008;Schlaganfall, nicht als Blutung oder Infarkt bez.;9269;17234;26503
2008;Krankheiten der Arterien, Arteriolen und Kapillare;8974;11715;20689
2008;Krankheiten des Atmungssystems;30747;28302;59049
2008;Grippe;28;63;91
2008;Pneumonie;10155;11684;21839
2008;Chronische Krankheiten der unteren Atemwege;14788;10979;25767
2008;Asthma;634;869;1503
2008;COVID-19, Virus nachgewiesen;-;-;-
2008;COVID-19, Virus nicht nachgewiesen;-;-;-
2008;Krankheiten des Verdauungssystems;21335;22351;43686
2008;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1322;1725;3047
2008;Krankheiten der Leber;10287;5416;15703
2008;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9712;4836;14548
2008;Krankheiten der Haut und der Unterhaut;305;662;967
2008;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;836;1467;2303
2008;Chronische Polyarthritis und Arthrose;185;405;590
2008;Krankheiten des Urogenitalsystems;7840;10697;18537
2008;Krankheiten der Niere;6297;8327;14624
2008;Schwangerschaft, Geburt und Wochenbett;-;36;36
2008;Best.Zustände mit Ursprung in der Perinatalperiode;688;542;1230
2008;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;783;659;1442
2008;Angeborene Fehlbildungen des Nervensystems;55;62;117
2008;Angeborene Fehlbildungen des Kreislaufsystems;238;203;441
2008;Symptome und abnorme klinische und Laborbefunde;12067;11849;23916
2008;Plötzlicher Kindstod;133;87;220
2008;Sonst. ungenau bezeichnete u. unbek. Todesursachen;9966;6562;16528
2008;Äußere Ursachen von Morbidität und Mortalität;19366;12145;31511
2008;Unfälle einschließlich Spätfolgen;10613;8517;19130
2008;Transportmittelunfälle;3468;1306;4774
2008;Stürze;3777;4556;8333
2008;Ertrinken und Untergehen;269;123;392
2008;Exposition gegenüber Rauch, Feuer und Flammen;229;169;398
2008;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);584;227;811
2008;Vorsätzliche Selbstbeschädigung;7039;2412;9451
2008;Tätlicher Angriff;222;221;443
2008;Ereignis, dessen nähere Umstände unbestimmt sind;1467;987;2454
2008;Insgesamt;397651;446788;844439
2009;Bestimmte infektiöse und parasitäre Krankheiten;7062;8434;15496
2009;Tuberkulose einschließlich ihrer Folgezustände;210;135;345
2009;Meningokokkeninfektion;12;21;33
2009;Virushepatitis;489;474;963
2009;HIV-Krankheit;337;94;431
2009;Neubildungen;119406;102747;222153
2009;Bösartige Neubildungen (BN);116711;99417;216128
2009;BN der Lippe, der Mundhöhle und des Pharynx;3813;1169;4982
2009;BN des Ösophagus;3776;1161;4937
2009;BN des Magens;5783;4461;10244
2009;BN des Dickdarms;8739;8762;17501
2009;BN des Rektums, des Anus und am Rektosigmoid;4566;3509;8075
2009;BN der Leber, der Gallenwege und des Pankreas;13338;12277;25615
2009;BN der Leber und der intrahepatischen Gallengänge;4738;2493;7231
2009;BN des Pankreas;7410;7749;15159
2009;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30373;13265;43638
2009;BN der Bronchien und der Lunge;29133;13088;42221
2009;Melanom und sonstige bösartige Neubild. der Haut;1782;1465;3247
2009;Bösartiges Melanom der Haut;1454;1203;2657
2009;BN der Brustdrüse;131;17066;17197
2009;BN der Genital- und Harnorgane;20990;15413;36403
2009;BN der Cervix uteri;-;1581;1581
2009;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2360;2360
2009;BN des Ovars;-;5623;5623
2009;BN der Prostata;12217;-;12217
2009;BN der Niere, ausgenommen Nierenbecken;3088;2015;5103
2009;BN der Harnblase;3587;1766;5353
2009;BN d. lymphat., blutbild. u. verwandten Gewebes;8853;8007;16860
2009;Leukämie;3799;3308;7107
2009;Gutartige Neubildungen;168;311;479
2009;Krankheiten des Blutes u. der blutbildenden Organe;1003;1439;2442
2009;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;11225;16912;28137
2009;Diabetes mellitus;9075;13694;22769
2009;Psychische und Verhaltensstörungen;9578;13014;22592
2009;Psychische und Verhaltensstörungen durch Alkohol;3741;970;4711
2009;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;672;155;827
2009;Krankheiten d. Nervensystems u. d. Sinnesorgane;9829;11006;20835
2009;Meningitis;78;91;169
2009;Krankheiten des Kreislaufsystems;150334;206128;356462
2009;Hypertonie (Hochdruckkrankheit);9224;21894;31118
2009;Ischämische Herzkrankheiten;67938;67475;135413
2009;Akuter oder rezidivierender Myokardinfarkt;33563;26590;60153
2009;Sonstige Formen der Herzkrankheit;30727;51248;81975
2009;Sonstige Krankheiten des Endokards;3912;6389;10301
2009;Zerebrovaskuläre Krankheiten;23853;38874;62727
2009;Schlaganfall, nicht als Blutung oder Infarkt bez.;8961;16464;25425
2009;Krankheiten der Arterien, Arteriolen und Kapillare;8829;11288;20117
2009;Krankheiten des Atmungssystems;32979;30325;63304
2009;Grippe;139;138;277
2009;Pneumonie;10410;11821;22231
2009;Chronische Krankheiten der unteren Atemwege;16341;12329;28670
2009;Asthma;606;809;1415
2009;COVID-19, Virus nachgewiesen;-;-;-
2009;COVID-19, Virus nicht nachgewiesen;-;-;-
2009;Krankheiten des Verdauungssystems;20939;21349;42288
2009;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1279;1635;2914
2009;Krankheiten der Leber;10132;5311;15443
2009;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9576;4691;14267
2009;Krankheiten der Haut und der Unterhaut;333;697;1030
2009;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;918;1744;2662
2009;Chronische Polyarthritis und Arthrose;191;500;691
2009;Krankheiten des Urogenitalsystems;7951;10883;18834
2009;Krankheiten der Niere;6353;8442;14795
2009;Schwangerschaft, Geburt und Wochenbett;-;35;35
2009;Best.Zustände mit Ursprung in der Perinatalperiode;678;497;1175
2009;Angeb. Fehlbildungen,Deformitäten,Chromosomenanom.;816;747;1563
2009;Angeborene Fehlbildungen des Nervensystems;84;75;159
2009;Angeborene Fehlbildungen des Kreislaufsystems;252;223;475
2009;Symptome und abnorme klinische und Laborbefunde;12285;11419;23704
2009;Plötzlicher Kindstod;121;77;198
2009;Sonst. ungenau bezeichnete u. unbek. Todesursachen;10338;6763;17101
2009;Äußere Ursachen von Morbidität und Mortalität;19633;12199;31832
2009;Unfälle einschließlich Spätfolgen;10673;8579;19252
2009;Transportmittelunfälle;3304;1167;4471
2009;Stürze;3865;4638;8503
2009;Ertrinken und Untergehen;284;105;389
2009;Exposition gegenüber Rauch, Feuer und Flammen;249;184;433
2009;Akzid. Vergiftung: schädl. Substanzen (inkl. Exp.);519;200;719
2009;Vorsätzliche Selbstbeschädigung;7228;2388;9616
2009;Tätlicher Angriff;222;225;447
2009;Ereignis, dessen nähere Umstände unbestimmt sind;1471;997;2468
2009;Insgesamt;404969;449575;854544
2010;Bestimmte infektiöse und parasitäre Krankheiten;7197;8199;15396
2010;Tuberkulose einschließlich ihrer Folgezustände;225;125;350
2010;Meningokokkeninfektion;25;18;43
2010;Virushepatitis;501;479;980
2010;HIV-Krankheit;380;75;455
2010;Neubildungen;121057;104084;225141
2010;Bösartige Neubildungen (BN);118202;100687;218889
2010;BN der Lippe, der Mundhöhle und des Pharynx;3816;1204;5020
2010;BN des Ösophagus;3837;1142;4979
2010;BN des Magens;5777;4400;10177
2010;BN des Dickdarms;8479;8682;17161
2010;BN des Rektums, des Anus und am Rektosigmoid;4697;3578;8275
2010;BN der Leber, der Gallenwege und des Pankreas;13628;12525;26153
2010;BN der Leber und der intrahepatischen Gallengänge;4856;2534;7390
2010;BN des Pankreas;7538;7950;15488
2010;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;30642;13815;44457
2010;BN der Bronchien und der Lunge;29357;13615;42972
2010;Melanom und sonstige bösartige Neubild. der Haut;1914;1418;3332
2010;Bösartiges Melanom der Haut;1568;1143;2711
2010;BN der Brustdrüse;107;17466;17573
2010;BN der Genital- und Harnorgane;21646;15702;37348
2010;BN der Cervix uteri;-;1524;1524
2010;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;-;2433;2433
2010;BN des Ovars;-;5599;5599
2010;BN der Prostata;12676;-;12676
2010;BN der Niere, ausgenommen Nierenbecken;3096;2151;5247
2010;BN der Harnblase;3631;1885;5516
2010;BN d. lymphat., blutbild. u. verwandten Gewebes;9260;8294;17554
2010;Leukämie;3942;3304;7246
2010;Gutartige Neubildungen;186;285;471
2010;Krankheiten des Blutes u. der blutbildenden Organe;1059;1529;2588
2010;Endokrine, Ernährungs- u. Stoffwechselkrankheiten;11990;17243;29233
2010;Diabetes mellitus;9579;13552;23131
2010;Psychische und Verhaltensstörungen;10377;14702;25079
2010;Psychische und Verhaltensstörungen durch Alkohol;3850;1063;4913
2010;Psych. u. Verhaltensstörungen d.a.psychotr. Subst.;615;159;774
2010;Krankheiten d. Nervensystems u. d. Sinnesorgane;10539;11329;21868
2010;Meningitis;74;68;142
2010;Krankheiten des Kreislaufsystems;149471;203218;352689
2010;Hypertonie (Hochdruckkrankheit);9447;22819;32266
2010;Ischämische Herzkrankheiten;67403;65723;133126
2010;Akuter oder rezidivierender Myokardinfarkt;32975;26132;59107
2010;Sonstige Formen der Herzkrankheit;30604;50448;81052
2010;Sonstige Krankheiten des Endokards;4095;6842;10937
2010;Zerebrovaskuläre Krankheiten;23576;37974;61550
2010;Schlaganfall, nicht als Blutung oder Infarkt bez.;8422;15253;23675
2010;Krankheiten der Arterien, Arteriolen und Kapillare;8687;10553;19240
2010;Krankheiten des Atmungssystems;32009;28506;60515
2010;Grippe;64;51;115
2010;Pneumonie;9486;10241;19727
2010;Chronische Krankheiten der unteren Atemwege;16248;12412;28660
2010;Asthma;505;719;1224
2010;COVID-19, Virus nachgewiesen;-;-;-
2010;COVID-19, Virus nicht nachgewiesen;-;-;-
2010;Krankheiten des Verdauungssystems;21173;21511;42684
2010;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;1262;1685;2947
2010;Krankheiten der Leber;10093;5320;15413
2010;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;9544;4772;14316
2010;Krankheiten der Haut und der Unterhaut;374;767;1141
2010;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;1023;1914;2937
2010;Chronische Polyarthritis und Arthrose;209;537;746
2010;Krankheiten des Urogenitalsystems;8441;11327;19768
2010;Krankheiten der Niere;6773;8860;15633
2010;Schwangerschaft, Geburt und Wochenbett;-;37;37
2010;Best.Zustände mit Ursprung in der Perinatalperiode;671;521;1192
